,biocyc_id,regulator,regulator_biocyc_id,regulator_bigg_id,regulator_type,enzyme,reaction,mechanism,regulation_mode,ki,ki_unit
ECOLI:REG0-12780,ECOLI:REG0-12780,3-BROMOPYRUVATE,ECOLI:3-BROMOPYRUVATE,NA,compound,G7942-MONOMER,TRANS-RXN-335,COMPETITIVE,-,NA,NA
ECOLI:REG0-12779,ECOLI:REG0-12779,CPD-7970,ECOLI:CPD-7970,NA,compound,G7942-MONOMER,TRANS-RXN-335,OTHER,-,NA,NA
ECOLI:REG0-12778,ECOLI:REG0-12778,CPD-8179,ECOLI:CPD-8179,NA,compound,G7942-MONOMER,TRANS-RXN-335,OTHER,-,NA,NA
ECOLI:REG0-15786,ECOLI:REG0-15786,CPD-8179,ECOLI:CPD-8179,NA,compound,EG10167-MONOMER,TRANS-RXN-335,OTHER,-,NA,NA
ECOLI:REG0-15784,ECOLI:REG0-15784,CPD-7970,ECOLI:CPD-7970,NA,compound,EG10167-MONOMER,TRANS-RXN-335,OTHER,-,NA,NA
ECOLI:REG0-9666,ECOLI:REG0-9666,CPD0-1250,ECOLI:CPD0-1250,NA,compound,PYRNUTRANSHYDROGEN-CPLX,TRANS-RXN0-277,IRREVERSIBLE,-,NA,NA
ECOLI:REG0-8848,ECOLI:REG0-8848,CPD-10322,ECOLI:CPD-10322,NA,compound,PYRNUTRANSHYDROGEN-CPLX,TRANS-RXN0-277,NA,-,NA,NA
ECOLI:REG0-11197,ECOLI:REG0-11197,SUPER-OXIDE,ECOLI:SUPER-OXIDE,NA,compound,TRANSKETOI-CPLX,2TRANSKETO-RXN,IRREVERSIBLE,-,NA,NA
ECOLI:REG0-16374,ECOLI:REG0-16374,ADP,ECOLI:ADP,adp,compound,ATPSYN-CPLX,ATPSYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-16373,ECOLI:REG0-16373,CPD-23697,ECOLI:CPD-23697,NA,compound,ATPSYN-CPLX,ATPSYN-RXN,NA,-,NA,NA
ECOLI:REG0-15835,ECOLI:REG0-15835,CPD-16010,ECOLI:CPD-16010,NA,compound,ATPSYN-CPLX,ATPSYN-RXN,NA,-,NA,NA
ECOLI:REG0-11936,ECOLI:REG0-11936,CPD-11925,ECOLI:CPD-11925,NA,compound,ATPSYN-CPLX,ATPSYN-RXN,NA,-,NA,NA
ECOLI:REG0-11935,ECOLI:REG0-11935,CPD0-1618,ECOLI:CPD0-1618,NA,compound,ATPSYN-CPLX,ATPSYN-RXN,NA,-,NA,NA
ECOLI:REG0-11934,ECOLI:REG0-11934,CPD-520,ECOLI:CPD-520,NA,compound,ATPSYN-CPLX,ATPSYN-RXN,NA,-,NA,NA
ECOLI:REG0-11933,ECOLI:REG0-11933,CPD-83,ECOLI:CPD-83,NA,compound,ATPSYN-CPLX,ATPSYN-RXN,NA,-,NA,NA
ECOLI:REG0-11932,ECOLI:REG0-11932,CPD0-1624,ECOLI:CPD0-1624,NA,compound,ATPSYN-CPLX,ATPSYN-RXN,NA,-,NA,NA
ECOLI:REG0-11931,ECOLI:REG0-11931,CPD0-1250,ECOLI:CPD0-1250,NA,compound,ATPSYN-CPLX,ATPSYN-RXN,NA,-,NA,NA
ECOLI:REG0-11930,ECOLI:REG0-11930,CPD-10322,ECOLI:CPD-10322,NA,compound,ATPSYN-CPLX,ATPSYN-RXN,NA,-,NA,NA
ECOLI:REG0-11929,ECOLI:REG0-11929,CPD0-1620,ECOLI:CPD0-1620,NA,compound,ATPSYN-CPLX,ATPSYN-RXN,NA,-,NA,NA
ECOLI:REG0-10019,ECOLI:REG0-10019,CPD0-1468,ECOLI:CPD0-1468,NA,compound,GUANYL-KIN-CPLX,GUANYL-KIN-RXN,NA,-,NA,NA
ECOLI:REG0-8382,ECOLI:REG0-8382,K+,ECOLI:K+,NA,compound,GUANYL-KIN-CPLX,GUANYL-KIN-RXN,NA,+,NA,NA
ECOLI:REG0-8381,ECOLI:REG0-8381,AMMONIUM,ECOLI:AMMONIUM,NA,compound,GUANYL-KIN-CPLX,GUANYL-KIN-RXN,NA,+,NA,NA
ECOLI:REG0-8380,ECOLI:REG0-8380,IMP,ECOLI:IMP,imp,compound,GUANYL-KIN-CPLX,GUANYL-KIN-RXN,NA,-,NA,NA
ECOLI:REG0-8379,ECOLI:REG0-8379,AMP,ECOLI:AMP,NA,compound,GUANYL-KIN-CPLX,GUANYL-KIN-RXN,NA,-,NA,NA
ECOLI:REG0-8377,ECOLI:REG0-8377,DGTP,ECOLI:DGTP,dgtp,compound,GUANYL-KIN-CPLX,GUANYL-KIN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8376,ECOLI:REG0-8376,GTP,ECOLI:GTP,gtp,compound,GUANYL-KIN-CPLX,GUANYL-KIN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8375,ECOLI:REG0-8375,GDP,ECOLI:GDP,gdp,compound,GUANYL-KIN-CPLX,GUANYL-KIN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8374,ECOLI:REG0-8374,GUANOSINE,ECOLI:GUANOSINE,NA,compound,GUANYL-KIN-CPLX,GUANYL-KIN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-15962,ECOLI:REG0-15962,CPD-15909,ECOLI:CPD-15909,NA,compound,APP-UBIOX-CPLX,RXN0-5266,OTHER,-,NA,NA
ECOLI:REG0-13450,ECOLI:REG0-13450,CARBON-MONOXIDE,ECOLI:CARBON-MONOXIDE,NA,compound,APP-UBIOX-CPLX,RXN0-5266,COMPETITIVE,-,0.2,&micro;mole
ECOLI:REG0-15843,ECOLI:REG0-15843,CARDIOLIPIN,ECOLI:CARDIOLIPIN,NA,compound,CYT-D-UBIOX-CPLX,RXN0-5266,NA,+,NA,NA
ECOLI:REG0-13449,ECOLI:REG0-13449,CARBON-MONOXIDE,ECOLI:CARBON-MONOXIDE,NA,compound,CYT-D-UBIOX-CPLX,RXN0-5266,COMPETITIVE,-,0.04,&micro;mole
ECOLI:REG0-13447,ECOLI:REG0-13447,CPD-15909,ECOLI:CPD-15909,NA,compound,CYT-D-UBIOX-CPLX,RXN0-5266,NA,-,NA,NA
ECOLI:REG0-13445,ECOLI:REG0-13445,CPD-7733,ECOLI:CPD-7733,NA,compound,CYT-D-UBIOX-CPLX,RXN0-5266,NA,-,NA,NA
ECOLI:REG0-13301,ECOLI:REG0-13301,CPD-22318,ECOLI:CPD-22318,NA,compound,CYT-D-UBIOX-CPLX,RXN0-5266,NA,-,NA,NA
ECOLI:REG0-12947,ECOLI:REG0-12947,NITRIC-OXIDE,ECOLI:NITRIC-OXIDE,NA,compound,CYT-D-UBIOX-CPLX,RXN0-5266,COMPETITIVE,-,NA,NA
ECOLI:REG0-9591,ECOLI:REG0-9591,Gramicidins,ECOLI:Gramicidins,NA,compound,CYT-D-UBIOX-CPLX,RXN0-5266,NA,-,NA,NA
ECOLI:REG0-7191,ECOLI:REG0-7191,Phospholipids,ECOLI:Phospholipids,NA,compound,CYT-D-UBIOX-CPLX,RXN0-5266,NA,+,NA,NA
ECOLI:REG0-7190,ECOLI:REG0-7190,CPD0-1633,ECOLI:CPD0-1633,NA,compound,CYT-D-UBIOX-CPLX,RXN0-5266,NA,-,NA,NA
ECOLI:REG0-7189,ECOLI:REG0-7189,HYDROXYLAMINE,ECOLI:HYDROXYLAMINE,NA,compound,CYT-D-UBIOX-CPLX,RXN0-5266,NA,-,NA,NA
ECOLI:REG0-7188,ECOLI:REG0-7188,CPD0-1233,ECOLI:CPD0-1233,NA,compound,CYT-D-UBIOX-CPLX,RXN0-5266,NA,-,NA,NA
ECOLI:REG0-7187,ECOLI:REG0-7187,CPD-7082,ECOLI:CPD-7082,NA,compound,CYT-D-UBIOX-CPLX,RXN0-5266,NA,-,NA,NA
ECOLI:REG0-7186,ECOLI:REG0-7186,CPD-2841,ECOLI:CPD-2841,NA,compound,CYT-D-UBIOX-CPLX,RXN0-5266,NA,-,NA,NA
ECOLI:REG0-11830,ECOLI:REG0-11830,FORMATE,ECOLI:FORMATE,NA,compound,EG11512-MONOMER,TRANS-RXN0-571,NONCOMPETITIVE,-,NA,NA
ECOLI:REG0-11829,ECOLI:REG0-11829,PROPIONATE,ECOLI:PROPIONATE,NA,compound,EG11512-MONOMER,TRANS-RXN0-571,NONCOMPETITIVE,-,NA,NA
ECOLI:REG0-11828,ECOLI:REG0-11828,BENZOATE,ECOLI:BENZOATE,NA,compound,EG11512-MONOMER,TRANS-RXN0-571,NONCOMPETITIVE,-,NA,NA
ECOLI:REG0-11827,ECOLI:REG0-11827,BUTYRIC_ACID,ECOLI:BUTYRIC_ACID,NA,compound,EG11512-MONOMER,TRANS-RXN0-571,NONCOMPETITIVE,-,NA,NA
ECOLI:REG0-13452,ECOLI:REG0-13452,NITROUS-OXIDE,ECOLI:NITROUS-OXIDE,NA,compound,HOMOCYSMETB12-MONOMER,HOMOCYSMETB12-RXN,IRREVERSIBLE,-,NA,NA
ECOLI:REG0-11340,ECOLI:REG0-11340,IMP,ECOLI:IMP,imp,compound,SAICARSYN-CPLX,SAICARSYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-11339,ECOLI:REG0-11339,MALEATE,ECOLI:MALEATE,NA,compound,SAICARSYN-CPLX,SAICARSYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-15729,ECOLI:REG0-15729,CPD0-2685,ECOLI:CPD0-2685,NA,compound,FOLD-CPLX,METHENYLTHFCYCLOHYDRO-RXN,COMPETITIVE,-,0.032,&micro;mole
ECOLI:REG0-7906,ECOLI:REG0-7906,10-FORMYL-THF,ECOLI:10-FORMYL-THF,10fthf,compound,FOLD-CPLX,METHENYLTHFCYCLOHYDRO-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-15730,ECOLI:REG0-15730,CPD0-2685,ECOLI:CPD0-2685,NA,compound,FOLD-CPLX,METHYLENETHFDEHYDROG-NADP-RXN,COMPETITIVE,-,0.021,&micro;mole
ECOLI:REG0-15728,ECOLI:REG0-15728,10-FORMYL-THF,ECOLI:10-FORMYL-THF,10fthf,compound,FOLD-CPLX,METHYLENETHFDEHYDROG-NADP-RXN,NONCOMPETITIVE,-,NA,NA
ECOLI:REG0-10625,ECOLI:REG0-10625,TRIS,ECOLI:TRIS,NA,compound,FOLD-CPLX,METHYLENETHFDEHYDROG-NADP-RXN,NA,-,NA,NA
ECOLI:REG0-7807,ECOLI:REG0-7807,2-MERCAPTOETHANOL,ECOLI:2-MERCAPTOETHANOL,NA,compound,FOLD-CPLX,METHYLENETHFDEHYDROG-NADP-RXN,NA,-,NA,NA
ECOLI:REG0-7805,ECOLI:REG0-7805,IMP,ECOLI:IMP,imp,compound,FOLD-CPLX,METHYLENETHFDEHYDROG-NADP-RXN,NA,-,NA,NA
ECOLI:REG0-7804,ECOLI:REG0-7804,GTP,ECOLI:GTP,gtp,compound,FOLD-CPLX,METHYLENETHFDEHYDROG-NADP-RXN,NA,-,NA,NA
ECOLI:REG0-7802,ECOLI:REG0-7802,ATP,ECOLI:ATP,atp,compound,FOLD-CPLX,METHYLENETHFDEHYDROG-NADP-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9231,ECOLI:REG0-9231,HG+2,ECOLI:HG+2,NA,compound,CPLX0-7654,TRANS-RXN-131,NA,-,NA,NA
ECOLI:REG0-7748,ECOLI:REG0-7748,HOMO-SER,ECOLI:HOMO-SER,hom__L,compound,GDHA-CPLX,GLUTDEHYD-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7747,ECOLI:REG0-7747,GLN,ECOLI:GLN,gln__L,compound,GDHA-CPLX,GLUTDEHYD-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7746,ECOLI:REG0-7746,D-GLT,ECOLI:D-GLT,NA,compound,GDHA-CPLX,GLUTDEHYD-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7442,ECOLI:REG0-7442,ZN+2,ECOLI:ZN+2,NA,compound,CPLX0-3181,TETHYDPICSUCC-RXN,NA,-,NA,NA
ECOLI:REG0-7441,ECOLI:REG0-7441,CU+2,ECOLI:CU+2,NA,compound,CPLX0-3181,TETHYDPICSUCC-RXN,NA,-,NA,NA
ECOLI:REG0-7440,ECOLI:REG0-7440,CO+2,ECOLI:CO+2,NA,compound,CPLX0-3181,TETHYDPICSUCC-RXN,NA,-,NA,NA
ECOLI:REG0-12233,ECOLI:REG0-12233,CPLX0-3964,ECOLI:CPLX0-3964,NA,protein,EG11404-MONOMER,ATPASE-RXN,NA,+,NA,NA
ECOLI:REG0-13334,ECOLI:REG0-13334,CPLX0-8165,ECOLI:CPLX0-8165,NA,protein,EG12045-MONOMER,ATPASE-RXN,NA,+,NA,NA
ECOLI:REG0-10106,ECOLI:REG0-10106,2-Oxo-Acids,ECOLI:2-Oxo-Acids,NA,compound,THREDEHYDCAT-CPLX,THREDEHYD-RXN,NA,-,NA,NA
ECOLI:REG0-9120,ECOLI:REG0-9120,PYRUVATE,ECOLI:PYRUVATE,pyr,compound,THREDEHYDCAT-CPLX,THREDEHYD-RXN,NA,-,NA,NA
ECOLI:REG0-9119,ECOLI:REG0-9119,GLYOX,ECOLI:GLYOX,glx,compound,THREDEHYDCAT-CPLX,THREDEHYD-RXN,NA,-,NA,NA
ECOLI:REG0-9118,ECOLI:REG0-9118,2-OXOBUTANOATE,ECOLI:2-OXOBUTANOATE,2obut,compound,THREDEHYDCAT-CPLX,THREDEHYD-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9117,ECOLI:REG0-9117,AMP,ECOLI:AMP,NA,compound,THREDEHYDCAT-CPLX,THREDEHYD-RXN,ALLOSTERIC,+,NA,NA
ECOLI:REG0-8351,ECOLI:REG0-8351,D-THREONINE,ECOLI:D-THREONINE,NA,compound,THREDEHYDCAT-CPLX,THREDEHYD-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8350,ECOLI:REG0-8350,D-SERINE,ECOLI:D-SERINE,NA,compound,THREDEHYDCAT-CPLX,THREDEHYD-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-11960,ECOLI:REG0-11960,D-CYSTEINE,ECOLI:D-CYSTEINE,NA,compound,THREDEHYDSYN-CPLX,THREDEHYD-RXN,NA,-,NA,NA
ECOLI:REG0-9635,ECOLI:REG0-9635,CPD0-1234,ECOLI:CPD0-1234,NA,compound,THREDEHYDSYN-CPLX,THREDEHYD-RXN,NA,-,NA,NA
ECOLI:REG0-9123,ECOLI:REG0-9123,CYS,ECOLI:CYS,cys__L,compound,THREDEHYDSYN-CPLX,THREDEHYD-RXN,OTHER,-,NA,NA
ECOLI:REG0-9122,ECOLI:REG0-9122,ILE,ECOLI:ILE,ile__L,compound,THREDEHYDSYN-CPLX,THREDEHYD-RXN,NA,-,NA,NA
ECOLI:REG0-9121,ECOLI:REG0-9121,LEU,ECOLI:LEU,leu__L,compound,THREDEHYDSYN-CPLX,THREDEHYD-RXN,NA,-,NA,NA
ECOLI:REG0-8717,ECOLI:REG0-8717,VAL,ECOLI:VAL,val__L,compound,THREDEHYDSYN-CPLX,THREDEHYD-RXN,NA,+,NA,NA
ECOLI:REG0-8255,ECOLI:REG0-8255,CPD-6041,ECOLI:CPD-6041,NA,compound,CPLX0-8571,DIHYDROFOLATEREDUCT-RXN,COMPETITIVE,-,5.9,&micro;mole
ECOLI:REG0-12160,ECOLI:REG0-12160,BA+2,ECOLI:BA+2,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,NA,-,NA,NA
ECOLI:REG0-12159,ECOLI:REG0-12159,CA+2,ECOLI:CA+2,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,NA,-,NA,NA
ECOLI:REG0-11540,ECOLI:REG0-11540,CPD-14445,ECOLI:CPD-14445,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10620,ECOLI:REG0-10620,PUTRESCINE,ECOLI:PUTRESCINE,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,NA,-,NA,NA
ECOLI:REG0-10498,ECOLI:REG0-10498,CADAVERINE,ECOLI:CADAVERINE,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,NA,-,NA,NA
ECOLI:REG0-10161,ECOLI:REG0-10161,CPD0-1594,ECOLI:CPD0-1594,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,OTHER,-,NA,NA
ECOLI:REG0-10160,ECOLI:REG0-10160,CPD0-1591,ECOLI:CPD0-1591,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,NA,-,NA,NA
ECOLI:REG0-10158,ECOLI:REG0-10158,CPD0-1590,ECOLI:CPD0-1590,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,NA,-,NA,NA
ECOLI:REG0-10154,ECOLI:REG0-10154,CPD0-1587,ECOLI:CPD0-1587,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10153,ECOLI:REG0-10153,CPD0-1588,ECOLI:CPD0-1588,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10152,ECOLI:REG0-10152,CPD0-1586,ECOLI:CPD0-1586,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10151,ECOLI:REG0-10151,CPD0-1585,ECOLI:CPD0-1585,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10150,ECOLI:REG0-10150,CPD0-1584,ECOLI:CPD0-1584,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10149,ECOLI:REG0-10149,CPD0-1583,ECOLI:CPD0-1583,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-10148,ECOLI:REG0-10148,CPD0-1581,ECOLI:CPD0-1581,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7048,ECOLI:REG0-7048,K+,ECOLI:K+,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,NA,-,NA,NA
ECOLI:REG0-7047,ECOLI:REG0-7047,NA+,ECOLI:NA+,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,NA,-,NA,NA
ECOLI:REG0-7046,ECOLI:REG0-7046,RB+,ECOLI:RB+,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,NA,-,NA,NA
ECOLI:REG0-7045,ECOLI:REG0-7045,CPD-2,ECOLI:CPD-2,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,NA,-,NA,NA
ECOLI:REG0-7044,ECOLI:REG0-7044,MG+2,ECOLI:MG+2,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,NA,-,NA,NA
ECOLI:REG0-7041,ECOLI:REG0-7041,SPERMINE,ECOLI:SPERMINE,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,NA,-,NA,NA
ECOLI:REG0-7040,ECOLI:REG0-7040,SPERMIDINE,ECOLI:SPERMIDINE,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,NA,-,NA,NA
ECOLI:REG0-7039,ECOLI:REG0-7039,CPD-3682,ECOLI:CPD-3682,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,NA,-,NA,NA
ECOLI:REG0-7033,ECOLI:REG0-7033,CPD-6041,ECOLI:CPD-6041,NA,compound,DIHYDROFOLATEREDUCT-MONOMER,DIHYDROFOLATEREDUCT-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-7015,ECOLI:REG0-7015,TYR,ECOLI:TYR,tyr__L,compound,TYRB-DIMER,TYROSINE-AMINOTRANSFERASE-RXN,NA,-,NA,NA
ECOLI:REG0-7014,ECOLI:REG0-7014,LEU,ECOLI:LEU,leu__L,compound,TYRB-DIMER,TYROSINE-AMINOTRANSFERASE-RXN,NA,-,NA,NA
ECOLI:REG0-7013,ECOLI:REG0-7013,2-KETO-ISOVALERATE,ECOLI:2-KETO-ISOVALERATE,3mob,compound,TYRB-DIMER,TYROSINE-AMINOTRANSFERASE-RXN,NA,-,NA,NA
ECOLI:REG0-8687,ECOLI:REG0-8687,CPD-302,ECOLI:CPD-302,NA,compound,GLUTAMATESYN-CPLX,GLUTAMATESYN-RXN,NA,-,NA,NA
ECOLI:REG0-8686,ECOLI:REG0-8686,L-ASPARTATE,ECOLI:L-ASPARTATE,asp__L,compound,GLUTAMATESYN-CPLX,GLUTAMATESYN-RXN,NA,-,NA,NA
ECOLI:REG0-8685,ECOLI:REG0-8685,D-GLT,ECOLI:D-GLT,NA,compound,GLUTAMATESYN-CPLX,GLUTAMATESYN-RXN,NA,-,NA,NA
ECOLI:REG0-8684,ECOLI:REG0-8684,MET,ECOLI:MET,met__L,compound,GLUTAMATESYN-CPLX,GLUTAMATESYN-RXN,NA,-,NA,NA
ECOLI:REG0-8278,ECOLI:REG0-8278,MG+2,ECOLI:MG+2,NA,compound,GLUTAMIDOTRANS-CPLX,GLUTAMIDOTRANS-RXN,NA,-,NA,NA
ECOLI:REG0-8277,ECOLI:REG0-8277,MN+2,ECOLI:MN+2,NA,compound,GLUTAMIDOTRANS-CPLX,GLUTAMIDOTRANS-RXN,NA,-,NA,NA
ECOLI:REG0-11562,ECOLI:REG0-11562,NADH,ECOLI:NADH,nadh,compound,PYRUVATEDEH-CPLX,PYRUVDEH-RXN,NA,-,NA,NA
ECOLI:REG0-11561,ECOLI:REG0-11561,CPD-4544,ECOLI:CPD-4544,NA,compound,PYRUVATEDEH-CPLX,PYRUVDEH-RXN,NA,-,NA,NA
ECOLI:REG0-9796,ECOLI:REG0-9796,CPD0-1354,ECOLI:CPD0-1354,NA,compound,PYRUVATEDEH-CPLX,PYRUVDEH-RXN,NA,-,NA,NA
ECOLI:REG0-9795,ECOLI:REG0-9795,CPD0-1353,ECOLI:CPD0-1353,NA,compound,PYRUVATEDEH-CPLX,PYRUVDEH-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9793,ECOLI:REG0-9793,OH-PYR,ECOLI:OH-PYR,NA,compound,PYRUVATEDEH-CPLX,PYRUVDEH-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9792,ECOLI:REG0-9792,CPD0-1352,ECOLI:CPD0-1352,NA,compound,PYRUVATEDEH-CPLX,PYRUVDEH-RXN,NA,-,NA,NA
ECOLI:REG0-6997,ECOLI:REG0-6997,NAD,ECOLI:NAD,nad,compound,PYRUVATEDEH-CPLX,PYRUVDEH-RXN,NA,-,NA,NA
ECOLI:REG0-6996,ECOLI:REG0-6996,PYRUVATE,ECOLI:PYRUVATE,pyr,compound,PYRUVATEDEH-CPLX,PYRUVDEH-RXN,NA,-,NA,NA
ECOLI:REG0-6993,ECOLI:REG0-6993,2-OXOBUTANOATE,ECOLI:2-OXOBUTANOATE,2obut,compound,PYRUVATEDEH-CPLX,PYRUVDEH-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-6992,ECOLI:REG0-6992,GLYOX,ECOLI:GLYOX,glx,compound,PYRUVATEDEH-CPLX,PYRUVDEH-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-6990,ECOLI:REG0-6990,3-BROMOPYRUVATE,ECOLI:3-BROMOPYRUVATE,NA,compound,PYRUVATEDEH-CPLX,PYRUVDEH-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-13269,ECOLI:REG0-13269,DUDP,ECOLI:DUDP,dudp,compound,DUTP-PYROP-CPLX,DUTP-PYROP-RXN,COMPETITIVE,-,15.0,&micro;mole
ECOLI:REG0-13268,ECOLI:REG0-13268,CPD-12520,ECOLI:CPD-12520,NA,compound,DUTP-PYROP-CPLX,DUTP-PYROP-RXN,COMPETITIVE,-,5.0,&micro;mole
ECOLI:REG0-7582,ECOLI:REG0-7582,EDTA,ECOLI:EDTA,NA,compound,DUTP-PYROP-CPLX,DUTP-PYROP-RXN,NA,-,NA,NA
ECOLI:REG0-7581,ECOLI:REG0-7581,EGTA,ECOLI:EGTA,NA,compound,DUTP-PYROP-CPLX,DUTP-PYROP-RXN,NA,-,NA,NA
ECOLI:REG0-7580,ECOLI:REG0-7580,O-PHENANTHROLINE,ECOLI:O-PHENANTHROLINE,NA,compound,DUTP-PYROP-CPLX,DUTP-PYROP-RXN,NA,-,NA,NA
ECOLI:REG0-9663,ECOLI:REG0-9663,CPD0-1249,ECOLI:CPD0-1249,NA,compound,GLUTAMINESYN-OLIGOMER,GLUTAMINESYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9662,ECOLI:REG0-9662,CPD0-1248,ECOLI:CPD0-1248,NA,compound,GLUTAMINESYN-OLIGOMER,GLUTAMINESYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9661,ECOLI:REG0-9661,CPD-9035,ECOLI:CPD-9035,NA,compound,GLUTAMINESYN-OLIGOMER,GLUTAMINESYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9660,ECOLI:REG0-9660,CPD0-1246,ECOLI:CPD0-1246,NA,compound,GLUTAMINESYN-OLIGOMER,GLUTAMINESYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-9659,ECOLI:REG0-9659,CPD0-1245,ECOLI:CPD0-1245,NA,compound,GLUTAMINESYN-OLIGOMER,GLUTAMINESYN-RXN,COMPETITIVE,-,NA,NA
ECOLI:REG0-8906,ECOLI:REG0-8906,SER,ECOLI:SER,NA,compound,GLUTAMINESYN-OLIGOMER,GLUTAMINESYN-RXN,NA,-,NA,NA
ECOLI:REG0-8905,ECOLI:REG0-8905,GLY,ECOLI:GLY,gly,compound,GLUTAMINESYN-OLIGOMER,GLUTAMINESYN-RXN,NA,-,NA,NA
ECOLI:REG0-8904,ECOLI:REG0-8904,HIS,ECOLI:HIS,his__L,compound,GLUTAMINESYN-OLIGOMER,GLUTAMINESYN-RXN,NA,-,NA,NA
ECOLI:REG0-8903,ECOLI:REG0-8903,TRP,ECOLI:TRP,trp__L,compound,GLUTAMINESYN-OLIGOMER,GLUTAMINESYN-RXN,NA,-,NA,NA
ECOLI:REG0-8902,ECOLI:REG0-8902,CTP,ECOLI:CTP,ctp,compound,GLUTAMINESYN-OLIGOMER,GLUTAMINESYN-RXN,NA,-,NA,NA
ECOLI:REG0-8901,ECOLI:REG0-8901,AMP,ECOLI:AMP,NA,compound,GLUTAMINESYN-OLIGOMER,GLUTAMINESYN-RXN,NA,-,NA,NA
ECOLI:REG0-8900,ECOLI:REG0-8900,D-GLUCOSAMINE-6-P,ECOLI:D-GLUCOSAMINE-6-P,NA,compound,GLUTAMINESYN-OLIGOMER,GLUTAMINESYN-RXN,NA,-,NA,NA
