"","uniprot_id","gene","MW_Da","glucose_pp_per_cell","acetate_pp_per_cell","fumarate_pp_per_cell","glycerol_pp_per_cell","pyruvate_pp_per_cell","fructose_pp_per_cell","succinate_pp_per_cell","xylose_pp_per_cell","glucose_chemostat_mu_0_5_pp_per_cell","glucose_chemostat_mu_0_12_pp_per_cell","glucose_chemostat_mu_0_20_pp_per_cell","glucose_chemostat_mu_0_35_pp_per_cell","glucose_MG1655_pp_per_cell","glucose_g_gDW","acetate_g_gDW","fumarate_g_gDW","glycerol_g_gDW","pyruvate_g_gDW","fructose_g_gDW","succinate_g_gDW","xylose_g_gDW","glucose_chemostat_mu_0_5_g_gDW","glucose_chemostat_mu_0_12_g_gDW","glucose_chemostat_mu_0_20_g_gDW","glucose_chemostat_mu_0_35_g_gDW","glucose_MG1655_g_gDW"
"77","P04079","guaA",58623.86483,3870,1392,2089,2318,1640,2993,2459,2675,2373,808,1107,1473,4160,0.00134550906730144,0.000483966052114627,0.000726296754933517,0.000805914733334559,0.000570189888985624,0.00104059654739876,0.000854937156716859,0.000930035337217405,0.000825036955221272,0.000280922823353893,0.000384878175065296,0.000512127869802332,0.00144633532815866
"78","P04128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","P04335","frsA",46960.55542,248,165,156,186,183,194,128,222,170,115,139,139,104,6.90694699444892e-05,4.5953477987261e-05,4.34469246425013e-05,5.18021024583669e-05,5.09665846767804e-05,5.40301498759311e-05,3.56487586810267e-05,6.18283158374057e-05,4.73460076232386e-05,3.20281816274849e-05,3.87123238801774e-05,3.87123238801774e-05,2.89646164283342e-05
"80","P04391","argI",36865.4917,805,336,414,413,281,463,368,532,472,605,444,354,601,0.000176001807767353,7.34616241115908e-05,9.05152154232101e-05,9.02965796371637e-05,6.14366558790388e-05,0.000101228368939484,8.04579692650757e-05,0.000116314238176685,0.000103196091013901,0.000132274650558073,9.70742890046022e-05,7.7397068260426e-05,0.000131400107413887
"81","P04425","gshB",35520.25741,1279,1116,1043,1154,1073,1273,1114,1301,1021,842,870,958,987,0.000269431188187301,0.000235093984376097,0.000219715972853288,0.000243098976675642,0.000226035703616086,0.000268167242034742,0.000234672668991911,0.000274065657413353,0.000215081503627236,0.000177373776742539,0.000183272192121151,0.000201810069025359,0.000207919142096064
"82","P04693","tyrB",43492.11181,1770,1566,1500,1376,1719,2106,1773,1909,1499,613,1008,1386,1999,0.000456546460025739,0.000403927545988874,0.00038690377968283,0.000354919733895716,0.000443391731516523,0.000543212906674693,0.000457320267585105,0.000492399543609681,0.000386645843829708,0.000158114677963716,0.000259999339946861,0.000357499092426935,0.000515613770390651
"83","P04805","gltX",53763.78958,2561,1455,1779,1902,1668,2176,1699,2164,1616,815,1016,1258,2890,0.000816583628566565,0.000463931737432391,0.000567240248035892,0.000606459219653888,0.000531847517551359,0.00069382505886796,0.000541731973812805,0.000689998817734497,0.000515267139306353,0.000259865543647696,0.000323955082633202,0.000401117612158039,0.00092148640630901
"84","P04816","livK",39335.87005,2647,1108,2514,2329,1837,2313,2396,1874,2334,1214,1791,2206,3564,0.000617509892432213,0.000258481662567016,0.000586482761456208,0.000543324722128683,0.000428547666187372,0.0005395921349436,0.000558954930966219,0.000437179274052878,0.000544491155624021,0.000283210052668193,0.000417816478030258,0.000514630458143355,0.000831433795477297
"85","P04825","pepN",98838.72264,1296,1215,1442,1418,1327,1472,1324,1411,1358,1036,1287,1366,933,0.000759684635748921,0.000712204346014613,0.000845266392553969,0.000831198158558618,0.000777856104659582,0.000862851685048157,0.000776097575410163,0.000827094923643308,0.000796027573570242,0.000607278767465958,0.000754409048000664,0.000800716984902026,0.000546902596569246
"86","P04846","nlpA",29387.44815,1867,1213,1060,1555,822,1559,1059,1629,1404,697,822,976,1568,0.000325392404611958,0.000211409205567384,0.000184743411295488,0.000271015098645739,0.000143263286872539,0.000271712243594024,0.000184569125058417,0.000283912280189009,0.000244697876847986,0.000121477507238637,0.000143263286872539,0.000170103367381506,0.000273280819727665
"87","P04949","fliC",51246.56095,3,3,36,17,4,10,41,5,148,12,125,538,34900,9.11773988530151e-07,9.11773988530151e-07,1.09412878623618e-05,5.16671926833752e-06,1.21569865137353e-06,3.03924662843384e-06,1.24609111765787e-05,1.51962331421692e-06,4.49808501008208e-05,3.6470959541206e-06,3.7990582855423e-05,0.00016351146860974,0.0106069707332341
"88","P04951","kdsB",27579.08508,546,290,356,407,455,550,470,438,340,193,196,249,663,8.9304576396546e-05,4.74328336172131e-05,5.82278923025098e-05,6.65695285593301e-05,7.4420480330455e-05,8.99588223774731e-05,7.68739027589315e-05,7.16399349115149e-05,5.56109083788015e-05,3.15673685797315e-05,3.20580530654268e-05,4.07268123127105e-05,0.000108441271338663
"89","P04968","ilvA",56141.72101,140,62,93,100,150,168,107,230,143,59,79,98,186,4.66138500581202e-05,2.06432764543104e-05,3.09649146814656e-05,3.32956071843716e-05,4.99434107765574e-05,5.59366200697443e-05,3.56262996872776e-05,7.65798965240546e-05,4.76127182736514e-05,1.96444082387792e-05,2.63035296756535e-05,3.26296950406842e-05,6.19298293629312e-05
"90","P04982","rbsD",15264.79589,177,577,685,436,599,372,670,213,626,1295,1139,821,107,1.60237988834393e-05,5.22357737612682e-05,6.2013006978282e-05,3.94710526168335e-05,5.42274323795488e-05,3.36771366363809e-05,6.06550579203634e-05,1.92828766224439e-05,5.66717406838022e-05,0.000117236268666971,0.000103113598464618,7.43250784367438e-05,9.68670327981923e-06
"91","P04983","rbsA",54988.72377,18,37,62,54,114,45,68,29,90,173,114,117,38,5.8701251830194e-06,1.20663684317621e-05,2.02193200748446e-05,1.76103755490582e-05,3.71774594924562e-05,1.46753129575485e-05,2.21760284691844e-05,9.45742390597571e-06,2.9350625915097e-05,5.64184253701309e-05,3.71774594924562e-05,3.81558136896261e-05,1.23924864974854e-05
"92","P04993","recD",66842.66984,0,0,0,0,0,NA,17,NA,0,0,0,0,NA,0,0,0,0,0,NA,6.7391314423305e-06,NA,0,0,0,0,NA
"93","P04994","xseA",51782.2337,35,36,37,38,35,70,59,57,67,52,52,59,17,1.07485539895384e-05,1.10556555320966e-05,1.13627570746548e-05,1.16698586172131e-05,1.07485539895384e-05,2.14971079790767e-05,1.81189910109361e-05,1.75047879258196e-05,2.0575803351402e-05,1.59692802130284e-05,1.59692802130284e-05,1.81189910109361e-05,5.22072622349006e-06
"94","P05020","pyrC",38784.58103,4485,2403,4090,3499,3718,4284,4427,3992,3403,1152,1451,2288,4085,0.00103162716420476,0.000552731343496999,0.000940770368249158,0.000804830200123179,0.000855203968007425,0.000985393706009631,0.00101828616631761,0.00091822868216397,0.000782748548447893,0.00026497982010343,0.000333754964383748,0.000526279364927646,0.000939620282224403
"95","P05041","pabB",50919.63501,36,12,16,18,15,23,17,37,14,6,7,11,30,1.08714882357546e-05,3.6238294119182e-06,4.83177254922427e-06,5.43574411787731e-06,4.52978676489776e-06,6.94567303950989e-06,5.13375833355079e-06,1.11734740200811e-05,4.22780098057124e-06,1.8119147059591e-06,2.11390049028562e-06,3.32184362759169e-06,9.05957352979551e-06
"96","P05042","fumC",50438.71,498,958,1092,567,612,670,943,427,1358,2220,1693,1649,378,0.000148968529558286,0.000286569982563932,0.000326653884091664,0.000169608747509133,0.000183069759216207,0.000200419507638658,0.000282082978661574,0.000127730044420458,0.000406223419960146,0.000664076577548987,0.000506433173779475,0.000493271295665892,0.000113072498339422
"97","P05050","alkB",24042.146,13,2,0,5,5,NA,4,NA,3,3,1,10,NA,1.85360759358542e-06,2.85170399013142e-07,0,7.12925997532856e-07,7.12925997532856e-07,NA,5.70340798026285e-07,NA,4.27755598519713e-07,4.27755598519713e-07,1.42585199506571e-07,1.42585199506571e-06,NA
"98","P05055","pnp",77034.97797,3171,2343,3171,3275,2931,4051,3146,3331,4772,3169,3482,4076,2208,0.00144872322402898,0.00107043787887098,0.00144872322402898,0.00149623732535317,0.00133907529789623,0.00185076561984907,0.00143730156505682,0.00152182184145081,0.00218016626460621,0.0014478094913112,0.00159080866164267,0.00186218727882123,0.00100876092042131
"99","P05194","aroD",27431.21147,881,429,477,603,607,792,523,806,446,267,302,372,484,0.000143325053998849,6.97916551254329e-05,7.76005116429639e-05,9.80987600014826e-05,9.87494980446102e-05,0.000128846132539261,8.5083999138931e-05,0.000131123715690207,7.25572918087251e-05,4.34367643787659e-05,4.91307222561323e-05,6.05186380108649e-05,7.87393032184371e-05
"100","P05458","ptrA",107622.6732,49,28,36,35,48,34,23,19,25,26,24,28,73,3.12752703586848e-05,1.78715830621056e-05,2.29777496512786e-05,2.2339478827632e-05,3.06369995350382e-05,2.17012080039854e-05,1.46802289438725e-05,1.21271456492859e-05,1.59567705911657e-05,1.65950414148124e-05,1.53184997675191e-05,1.78715830621056e-05,4.65937701262039e-05
"101","P05459","pdxB",41323.77299,737,381,530,646,621,850,677,741,575,354,388,472,1068,0.000180621178853905,9.33740422569032e-05,0.000129890399989918,0.000158319242251862,0.00015219233659196,0.000208314792436661,0.00016591660527014,0.000181601483759489,0.000140918830177741,8.67569841442093e-05,9.50895758416757e-05,0.000115675978858946,0.000261741409791004
"102","P05523","mutM",30252.88552,3,0,0,0,0,0,0,0,0,0,0,0,5,5.38256491436163e-07,0,0,0,0,0,0,0,0,0,0,0,8.97094152393604e-07
"103","P05637","apaH",31258.68847,57,50,45,41,45,31,40,42,38,41,42,40,44,1.05668812140603e-05,9.26919404742136e-06,8.34227464267922e-06,7.60073911888551e-06,8.34227464267922e-06,5.74690030940124e-06,7.41535523793709e-06,7.78612299983394e-06,7.04458747604023e-06,7.60073911888551e-06,7.78612299983394e-06,7.41535523793709e-06,8.15689076173079e-06
"104","P05704","trg",58844.23824,0,0,0,0,0,1,1,0,1,0,2,6,52,0,0,0,0,0,3.48983715898847e-07,3.48983715898847e-07,0,3.48983715898847e-07,0,6.97967431797694e-07,2.09390229539308e-06,1.814715322674e-05
"105","P05706","srlB",13277.66827,10,3,8,4,7,9,9,4,8,2,3,7,63,7.87450080063576e-07,2.36235024019073e-07,6.29960064050861e-07,3.14980032025431e-07,5.51215056044503e-07,7.08705072057219e-07,7.08705072057219e-07,3.14980032025431e-07,6.29960064050861e-07,1.57490016012715e-07,2.36235024019073e-07,5.51215056044503e-07,4.96093550440053e-06
"106","P05707","srlD",27822.12075,4,1,1,2,1,NA,2,NA,2,1,0,3,9,6.60011404611662e-07,1.65002851152915e-07,1.65002851152915e-07,3.30005702305831e-07,1.65002851152915e-07,NA,3.30005702305831e-07,NA,3.30005702305831e-07,1.65002851152915e-07,0,4.95008553458746e-07,1.48502566037624e-06
"107","P05719","hsdS",51345.41367,19,6,10,14,13,14,11,6,19,8,9,16,53,5.78570752318878e-06,1.82706553363856e-06,3.04510922273094e-06,4.26315291182331e-06,3.95864198955022e-06,4.26315291182331e-06,3.34962014500403e-06,1.82706553363856e-06,5.78570752318878e-06,2.43608737818475e-06,2.74059830045784e-06,4.8721747563695e-06,1.6139078880474e-05
"108","P05791","ilvD",65471.83229,1199,504,679,710,994,1215,719,1476,841,277,383,510,902,0.000465559181309662,0.000195697937764862,0.000263648610599884,0.000275685586930659,0.000385959821702923,0.000471771814254578,0.000279180192962174,0.000573115389168525,0.000326551519167161,0.000107556207858863,0.000148714901118933,0.000198027675119206,0.000350237182269654
"109","P05793","ilvC",54016.26705,33338,15604,19954,29065,14079,35790,24774,29345,26857,6798,11583,17840,34730,0.010679854289705,0.00499875356459766,0.0063922794557794,0.00931099540855108,0.0045102186257351,0.0114653544012401,0.00793637021336469,0.00940069362683405,0.00860366088723401,0.0021777445995985,0.00371062307989841,0.00571505790774304,0.0111257825748832
"110","P05804","uidA",68385.67522,1,1,1,1,1,2,1,2,1,12,7,4,NA,4.05570498766428e-07,4.05570498766428e-07,4.05570498766428e-07,4.05570498766428e-07,4.05570498766428e-07,8.11140997532856e-07,4.05570498766428e-07,8.11140997532856e-07,4.05570498766428e-07,4.86684598519713e-06,2.838993491365e-06,1.62228199506571e-06,NA
"111","P05824","recN",61340.14293,0,0,0,0,0,NA,0,NA,0,0,0,0,NA,0,0,0,0,0,NA,0,NA,0,0,0,0,NA
"112","P05825","fepA",82038.47549,374,131,166,182,212,239,202,840,129,72,101,104,258,0.000181966063915998,6.37367763983845e-05,8.07656861231437e-05,8.85503305687479e-05,0.000103146538904256,0.000116283126406213,9.82811361257532e-05,0.000408693833394221,6.2763695842684e-05,3.5030900005219e-05,4.91405680628766e-05,5.06001888964274e-05,0.000125527391685368
"113","P05827","ilvY",33165.28966,8,2,9,4,0,NA,1,NA,4,0,1,0,NA,1.57352989799307e-06,3.93382474498268e-07,1.77022113524221e-06,7.86764948996536e-07,0,NA,1.96691237249134e-07,NA,7.86764948996536e-07,0,1.96691237249134e-07,0,NA
"114","P05852","tsaD",35967.52524,199,87,85,105,89,144,113,118,116,58,64,88,188,4.24487446194904e-05,1.85579938788727e-05,1.81313733299331e-05,2.23975788193291e-05,1.89846144278123e-05,3.07166795236514e-05,2.41040610150875e-05,2.51706123874365e-05,2.47439918384969e-05,1.23719959192485e-05,1.36518575660673e-05,1.87713041533425e-05,4.01023316003226e-05
"115","P06129","btuB",68347.35227,676,436,506,503,489,522,507,499,426,229,262,334,685,0.000274012016264886,0.000176729643626465,0.000205103668979338,0.000203887639321357,0.000198212834250783,0.000211589160488566,0.000205509012198664,0.00020226626644405,0.000172676211433197,9.28235972258267e-05,0.00010619992346361,0.000135384635255136,0.000277660105238827
"116","P06149","dld",64553.60212,608,672,691,557,577,548,604,747,660,591,521,624,216,0.000232769073450681,0.000257271081182331,0.000264545114727665,0.000213244036039522,0.000220900913455663,0.000209798441202258,0.000231237697967453,0.00028598437149286,0.000252676954732647,0.000226260727646961,0.000199461656690468,0.000238894575383593,8.26942760943208e-05
"117","P06282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","P06610","btuE",20438.34628,1158,1221,1135,1184,736,779,878,857,905,867,1021,968,333,0.000140363933388528,0.000148000313184277,0.000137576048701191,0.000143515455208996,8.9212309994781e-05,9.44244422363239e-05,0.000106424467629644,0.000103879007697727,0.000109697201827822,0.00010509113147483,0.000123757837642217,0.000117333581623571,4.036372177753e-05
"119","P06611","btuD",27046.14549,63,47,80,167,46,NA,119,NA,68,84,68,61,NA,1.01052519681999e-05,7.53883876992693e-06,1.2832065991365e-05,2.67869377569744e-05,7.37843794503487e-06,NA,1.90876981621554e-05,NA,1.09072560926602e-05,1.34736692909332e-05,1.09072560926602e-05,9.78445031841581e-06,NA
"120","P06612","topA",97270.30707,355,205,296,339,270,410,337,392,406,392,372,395,246,0.000204790524089351,0.000118259316727653,0.000170754915860417,0.000195560528637436,0.000155756173251056,0.000236518633455307,0.000194406779205947,0.000226134888571903,0.000234211134592328,0.000226134888571903,0.00021459739425701,0.000227865512719137,0.000141911180073184
"121","P06615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","P06616","era",33770.76018,45,21,39,36,37,76,69,83,35,19,21,29,98,9.01269279368506e-06,4.20592330371969e-06,7.81100042119372e-06,7.21015423494805e-06,7.41043629702994e-06,1.52214367182237e-05,1.38194622836504e-05,1.66234111527969e-05,7.00987217286616e-06,3.80535917955591e-06,4.20592330371969e-06,5.80817980037481e-06,1.96276420840252e-05
"123","P06709","birA",35271.8493,19,9,15,17,22,23,19,10,17,11,11,14,15,3.97450500960763e-06,1.88266026770888e-06,3.13776711284813e-06,3.55613606122788e-06,4.60205843217725e-06,4.81124290636713e-06,3.97450500960763e-06,2.09184474189875e-06,3.55613606122788e-06,2.30102921608863e-06,2.30102921608863e-06,2.92858263865825e-06,3.13776711284813e-06
"124","P06710","dnaX",71075.36174,10,7,9,11,12,20,14,20,12,7,9,9,15,4.21522048560042e-06,2.95065433992029e-06,3.79369843704037e-06,4.63674253416046e-06,5.0582645827205e-06,8.43044097120083e-06,5.90130867984058e-06,8.43044097120083e-06,5.0582645827205e-06,2.95065433992029e-06,3.79369843704037e-06,3.79369843704037e-06,6.32283072840062e-06
"125","P06715","gor",48723.63153,986,765,990,996,969,1134,1069,1235,944,674,775,854,407,0.000284916619351544,0.00022105599777275,0.000286072467705912,0.000287806240237463,0.000280004263845483,0.000327683008463135,0.000308900472704666,0.00035686817941091,0.000272780211630687,0.000194760447710893,0.000223945618658668,0.000246773623657423,0.000117607570056875
"126","P06720","melA",50606.23389,12,23,27,13,14,5,20,4,29,37,43,41,0,3.60152539901314e-06,6.90292368144185e-06,8.10343214777957e-06,3.90165251559757e-06,4.201779632182e-06,1.50063558292214e-06,6.00254233168857e-06,1.20050846633771e-06,8.70368638094843e-06,1.11047033136239e-05,1.29054660131304e-05,1.23052117799616e-05,0
"127","P06721","metC",43167.00941,2128,760,945,1006,1043,878,643,1029,1165,778,925,1017,1147,0.000544784575748921,0.000194565919910329,0.000241927360941132,0.00025754383609183,0.000267016124297991,0.000224774839054301,0.000164613008555712,0.000263432015247011,0.000298249074599386,0.000199174060118731,0.000236807205154019,0.000260359921774743,0.000293640934390983
"128","P06846","ebgR",36169.89052,24,12,18,14,13,6,10,10,15,5,6,8,19,5.14825029937847e-06,2.57412514968923e-06,3.86118772453385e-06,3.00314600797077e-06,2.78863557883e-06,1.28706257484462e-06,2.1451042914077e-06,2.1451042914077e-06,3.21765643711154e-06,1.07255214570385e-06,1.28706257484462e-06,1.71608343312616e-06,4.07569815367462e-06
"129","P06959","aceF",66036.77654,9057,3567,6404,5649,21930,11238,6891,13628,7066,5610,5144,6302,8787,0.00354708381839671,0.00139698001327383,0.00250806279927267,0.0022123745710636,0.00858866601937064,0.00440125073988542,0.00269879149746845,0.005337270429183,0.00276732850400697,0.00219710060960644,0.00201459635219528,0.00246811551546164,0.0034413410083087
"130","P06960","argF",36785.42997,149,40,70,52,32,54,36,45,97,78,69,42,408,3.25059843996418e-05,8.72643876500451e-06,1.52712678387579e-05,1.13443703945059e-05,6.9811510120036e-06,1.17806923327561e-05,7.85379488850405e-06,9.81724361063007e-06,2.11616140051359e-05,1.70165555917588e-05,1.50531068696328e-05,9.16276070325473e-06,8.9009675403046e-05
"131","P06961","cca",46419.98726,64,52,45,37,45,45,44,50,44,43,46,48,0,1.76192009337192e-05,1.43156007586469e-05,1.23885006565213e-05,1.01861005398064e-05,1.23885006565213e-05,1.23885006565213e-05,1.2113200641932e-05,1.37650007294681e-05,1.2113200641932e-05,1.18379006273426e-05,1.26638006711107e-05,1.32144007002894e-05,0
"132","P06966","dicA",15628.36252,20,21,15,12,14,1,9,18,16,11,8,15,15,1.8537223656118e-06,1.94640848389239e-06,1.39029177420885e-06,1.11223341936708e-06,1.29760565592826e-06,9.26861182805902e-08,8.34175064525312e-07,1.66835012905062e-06,1.48297789248944e-06,1.01954730108649e-06,7.41488946244722e-07,1.39029177420885e-06,1.39029177420885e-06
"133","P06968","dut",16127.24139,3161,1104,2066,2295,2357,2584,2438,2678,1918,776,1008,1407,2855,0.000302333171429698,0.000105591844751151,0.000197602129760758,0.000219504785963669,0.00022543476275223,0.000247146129381316,0.000233181990492124,0.00025613673935107,0.000183446701297742,7.42203546439246e-05,9.64099452075722e-05,0.00013457221518557,0.000273065866634542
"134","P06971","fhuA",82113.29387,873,584,899,889,812,922,888,1008,1131,462,528,719,785,0.00042513703058138,0.000284398655051003,0.00043779861453913,0.00043292877455538,0.000395431006680505,0.000448999246501755,0.000432441790557005,0.000490879870362006,0.000550778902162131,0.000224986607249253,0.000257127551142003,0.000350141494831629,0.00038228243872438
"135","P06974","fliM",37807.78601,1,0,12,7,0,NA,4,NA,2,0,3,1,676,2.24224189934526e-07,0,2.69069027921431e-06,1.56956932954168e-06,0,NA,8.96896759738103e-07,NA,4.48448379869052e-07,0,6.72672569803577e-07,2.24224189934526e-07,0.000151575552395739
