"reaction_id","direction","value","par_type","unit","condition","notes","saturation","model_type","enzyme","MW","num_pp_subunits","kcat_times_pp_num","EC_kcat_value","ec_cost","enzyme_pool_bound_g_gDw"
"FUM","fwd",92.3349582664103,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","G6903-MONOMER",7.907,1,92.3349582664103,92.3349582664103,2.37871866747558e-05,0.238325537615054
"FUM","bwd",4.47600024219245,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","G6903-MONOMER",7.907,1,4.47600024219245,4.47600024219245,0.000490703478562156,0.238325537615054
"KARA1","fwd",6.41473324432736,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-7643",216.276,4,25.6589329773094,25.6589329773094,0.00234135483029607,0.238325537615054
"KARA1","bwd",3.78736509301032,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-7643",216.276,4,15.1494603720413,15.1494603720413,0.00396559779631093,0.238325537615054
"KARA2","fwd",1.25856158095846,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-7643",216.276,4,5.03424632383384,5.03424632383384,0.0119335969680791,0.238325537615054
"KARA2","bwd",2.60786941209761,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-7643",216.276,4,10.4314776483904,10.4314776483904,0.00575917129783971,0.238325537615054
"ACCOAC","fwd",3.95537952771034,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ACETYL-COA-CARBOXYLMULTI-CPLX",269.144,8,31.6430362216827,31.6430362216827,0.00236267536713158,0.238325537615054
"KAS14","fwd",2.63598512051591,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FABB-CPLX",85.226,2,5.27197024103182,5.27197024103182,0.00449052020526115,0.238325537615054
"ARGSS","fwd",1.75443596723675,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-238",199.592,4,7.017743868947,7.017743868947,0.00790029149789151,0.238325537615054
"AGPR","fwd",3.58285755068993,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","N-ACETYLGLUTPREDUCT-MONOMER",35.952,1,3.58285755068993,3.58285755068993,0.00278734683848751,0.238325537615054
"AGPR","bwd",12.4035235393377,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","N-ACETYLGLUTPREDUCT-MONOMER",35.952,1,12.4035235393377,12.4035235393377,0.000805147556256415,0.238325537615054
"ICL","fwd",4.84920199788896,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ISOCIT-LYASE",190.088,4,19.3968079915558,19.3968079915558,0.0027222119353457,0.238325537615054
"GLYCL","fwd",8.97003071010088,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GCVMULTI-CPLX",364.086,6,53.8201842606053,53.8201842606053,0.00187912771740597,0.238325537615054
"XYLI1","fwd",3.27099976956117,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","XYLISOM-CPLX",99.484,2,6.54199953912234,6.54199953912234,0.00422415872688243,0.238325537615054
"XYLI1","bwd",3.27099976956117,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","XYLISOM-CPLX",99.484,2,6.54199953912234,6.54199953912234,0.00422415872688243,0.238325537615054
"PPC","fwd",61.3139604630342,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PEPCARBOX-CPLX",396.248,4,245.255841852137,245.255841852137,0.000448792118702105,0.238325537615054
"G3PT","fwd",6.87960846149541,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","G7187-MONOMER",23.007,1,6.87960846149541,6.87960846149541,0.000928953060207175,0.238325537615054
"SADT2","fwd",4.71147363729629,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","SULFATE-ADENYLYLTRANS-CPLX",350.984,8,37.6917890983703,37.6917890983703,0.00258665236879857,0.238325537615054
"GHMT2r","fwd",4.43933684472924,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GLYOHMETRANS-CPLX",90.634,2,8.87867368945848,8.87867368945848,0.00283557116655862,0.238325537615054
"GHMT2r","bwd",4.71663882239812,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GLYOHMETRANS-CPLX",90.634,2,9.43327764479624,9.43327764479624,0.00266886145612381,0.238325537615054
"DHORD2","fwd",38.5306805462644,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","DIHYDROOROTOX-MONOMER",36.775,1,38.5306805462644,38.5306805462644,0.000265120616427009,0.238325537615054
"SDPDS","fwd",102.228594566651,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-3161",82.538,2,204.457189133302,204.457189133302,0.000112137031323825,0.238325537615054
"UMPK","fwd",16.583270877796,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","UMPKI-CPLX",155.82,6,99.499625266776,99.499625266776,0.000435010013528022,0.238325537615054
"UMPK","bwd",4.60132075952737,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","UMPKI-CPLX",155.82,6,27.6079245571642,27.6079245571642,0.0015677865695305,0.238325537615054
"CTPS2","fwd",4.25878177372141,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CTPSYN-CPLX",241.496,4,17.0351270948856,17.0351270948856,0.00393787623940663,0.238325537615054
"NDPK7","fwd",4.98181882630153,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ADENYL-KIN-MONOMER",23.586,1,4.98181882630153,4.98181882630153,0.0013151154016435,0.238325537615054
"NDPK7","bwd",4.99780049239237,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ADENYL-KIN-MONOMER",23.586,1,4.99780049239237,4.99780049239237,0.00131091000463896,0.238325537615054
"TRPS3","fwd",4.11282222064388,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","TRYPSYN-APROTEIN",28.724,1,4.11282222064388,4.11282222064388,0.00194000335070154,0.238325537615054
"ADK1","fwd",35.460023618225,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ADENYL-KIN-MONOMER",23.586,1,35.460023618225,35.460023618225,0.000184762050279611,0.238325537615054
"ADK1","bwd",4.20068518837763,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ADENYL-KIN-MONOMER",23.586,1,4.20068518837763,4.20068518837763,0.00155966619083803,0.238325537615054
"NDPK2","fwd",19.1075559853829,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ADENYL-KIN-MONOMER",23.586,1,19.1075559853829,19.1075559853829,0.000342883552018826,0.238325537615054
"NDPK2","bwd",6.49011258781044,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ADENYL-KIN-MONOMER",23.586,1,6.49011258781044,6.49011258781044,0.00100948428521438,0.238325537615054
"NDPK4","fwd",6.29197607194518,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ADENYL-KIN-MONOMER",23.586,1,6.29197607194518,6.29197607194518,0.00104127329661653,0.238325537615054
"NDPK4","bwd",4.99780049239237,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ADENYL-KIN-MONOMER",23.586,1,4.99780049239237,4.99780049239237,0.00131091000463896,0.238325537615054
"ACODA","fwd",10.9791125730085,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ACETYLORNDEACET-CPLX",84.694,2,21.958225146017,21.958225146017,0.00107140312819766,0.238325537615054
"ADSS","fwd",1.84018956986626,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ADENYLOSUCCINATE-SYN-DIMER",94.69,2,3.68037913973252,3.68037913973252,0.00714675765162863,0.238325537615054
"ASNS2","fwd",8.97253368157073,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ASNSYNA-CPLX",73.302,2,17.9450673631415,17.9450673631415,0.00113466649384046,0.238325537615054
"ASPCT","fwd",12.1373668119836,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ASPCARBTRANS-CPLX",309.288,12,145.648401743803,145.648401743803,0.000589868013000621,0.238325537615054
"MCOATA","bwd",2.62202436101299,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","MALONYL-COA-ACP-TRANSACYL-MONOMER",32.417,1,2.62202436101299,2.62202436101299,0.00343426337150558,0.238325537615054
"MCOATA","fwd",6.871365759,"kcat","s-1","manual_curation","Heckmann_et_al_2020: kcat_in_vitro_per_s_ensemble_model",1,"general","MALONYL-COA-ACP-TRANSACYL-MONOMER",32.417,1,6.871365759,6.871365759,0.00131047051460301,0.238325537615054
"DAPE","fwd",55.5416508536572,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-7997",60.418,2,111.083301707314,111.083301707314,0.000151082813706758,0.238325537615054
"DAPE","bwd",6.14198615580896,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-7997",60.418,2,12.2839723116179,12.2839723116179,0.00136623376803813,0.238325537615054
"DHDPRy","fwd",8.85922216462127,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","DIHYDROPICRED-CPLX",115.028,4,35.4368886584851,35.4368886584851,0.000901665564664959,0.238325537615054
"HSK","fwd",151.868642334337,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","HOMOSERKIN-CPLX",67.248,2,303.737284668674,303.737284668674,6.15005168706131e-05,0.238325537615054
"SDPTA","fwd",4.12005600692011,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","G6646-MONOMER",44.729,1,4.12005600692011,4.12005600692011,0.0030156682825072,0.238325537615054
"SDPTA","bwd",6.69848860758136,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","G6646-MONOMER",44.729,1,6.69848860758136,6.69848860758136,0.00185485457244189,0.238325537615054
"THRS","fwd",28.6460085431503,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","THRESYN-MONOMER",47.114,1,28.6460085431503,28.6460085431503,0.000456860235956034,0.238325537615054
"HSST","fwd",8.53911941823882,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","HOMSUCTRAN-CPLX",71.454,2,17.0782388364776,17.0782388364776,0.00116220024344308,0.238325537615054
"PPNDH","fwd",17.8653110991477,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CHORISMUTPREPHENDEHYDRAT-CPLX",86.222,2,35.7306221982954,35.7306221982954,0.000670308941798897,0.238325537615054
"DTMPK","fwd",7.94475986159112,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8260",47.566,2,15.8895197231822,15.8895197231822,0.000831540412042839,0.238325537615054
"DTMPK","bwd",3.42168466058422,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8260",47.566,2,6.84336932116844,6.84336932116844,0.00193074159199723,0.238325537615054
"NDPK1","fwd",29.6032129075311,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ADENYL-KIN-MONOMER",23.586,1,29.6032129075311,29.6032129075311,0.000221316067520492,0.238325537615054
"NDPK1","bwd",3.29259780853089,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ADENYL-KIN-MONOMER",23.586,1,3.29259780853089,3.29259780853089,0.00198981687034224,0.238325537615054
"TRDR","fwd",7.08749013158889,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","THIOREDOXIN-REDUCT-NADPH-CPLX",69.246,2,14.1749802631778,14.1749802631778,0.00135696837969973,0.238325537615054
"DDPA","fwd",10.9566616252276,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","AROH-CPLX",77.47,2,21.9133232504552,21.9133232504552,0.000982025601433932,0.238325537615054
"MALS","fwd",32.5593334564113,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","MALATE-SYNTHASE",60.274,1,32.5593334564113,32.5593334564113,0.000514223603508104,0.238325537615054
"NADTRHD","fwd",24.5158574723498,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","UDHA-CPLX",412.48,8,196.126859778798,196.126859778798,0.000584202377517308,0.238325537615054
"G3PD2","fwd",82.3250918856161,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GLYC3PDEHYDROGBIOSYN-CPLX",72.724,2,164.650183771232,164.650183771232,0.00012269109361687,0.238325537615054
"G3PD2","bwd",42.9726094350002,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GLYC3PDEHYDROGBIOSYN-CPLX",72.724,2,85.9452188700004,85.9452188700004,0.000235046362982297,0.238325537615054
"GMPS2","fwd",2.39595062156227,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GMP-SYN-CPLX",117.358,2,4.79190124312454,4.79190124312454,0.00680302927595146,0.238325537615054
"P5CR","fwd",23.6602708992869,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PYRROLINECARBREDUCT-CPLX",281.45,10,236.602708992869,236.602708992869,0.000330429672121429,0.238325537615054
"AKGDH","fwd",40.8831446060835,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","2OXOGLUTARATEDEH-CPLX",2418.384,38,1553.55949503117,1553.55949503117,0.000432409145244775,0.238325537615054
"ATPPRT","fwd",3.7544744728258,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-7614",66.734,2,7.5089489456516,7.5089489456516,0.00246868401375362,0.238325537615054
"HISTD","fwd",3.1795960845827,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","HISTDEHYD-CPLX",92.22,2,6.3591921691654,6.3591921691654,0.00402828944073704,0.238325537615054
"DHDPS","fwd",7.12621732261443,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","DIHYDRODIPICSYN-CPLX",125.08,4,28.5048692904577,28.5048692904577,0.00121889506281916,0.238325537615054
"IGPDH","fwd",3.33369150802907,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","IMIDHISTID-CPLX",80.556,2,6.66738301605814,6.66738301605814,0.00335613937474018,0.238325537615054
"PRPPS","fwd",17.0332729614286,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8299",205.308,6,102.199637768572,102.199637768572,0.000558025461197259,0.238325537615054
"PRPPS","bwd",16.7752872836879,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-8299",205.308,6,100.651723702127,100.651723702127,0.000566607286019033,0.238325537615054
"PRATPP","fwd",9.31903097116646,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","HISTCYCLOPRATPPHOS",22.756,1,9.31903097116646,9.31903097116646,0.000678301330971958,0.238325537615054
"GLUN","fwd",5.00005103333138,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-7695",67.032,2,10.0001020666628,10.0001020666628,0.00186198099538137,0.238325537615054
"PRMICI","fwd",13.4800577512757,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PRIBFAICARPISOM-MONOMER",26.033,1,13.4800577512757,13.4800577512757,0.000536450883395105,0.238325537615054
"PRMICI","bwd",3.6765234108211,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PRIBFAICARPISOM-MONOMER",26.033,1,3.6765234108211,3.6765234108211,0.00196690951772666,0.238325537615054
"GLUPRT","fwd",18.6528441729059,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PRPPAMIDOTRANS-CPLX",225.952,4,74.6113766916236,74.6113766916236,0.000841218152345,0.238325537615054
"SERAT","fwd",21.2156661255808,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-237",175.902,6,127.293996753485,127.293996753485,0.000383848947419659,0.238325537615054
"SERAT","bwd",6.0437595011504,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-237",175.902,6,36.2625570069024,36.2625570069024,0.00134744129205688,0.238325537615054
"CYSS","fwd",11.8765275886208,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ACSERLYB-CPLX",65.328,2,23.7530551772416,23.7530551772416,0.000763971898825607,0.238325537615054
"BPNT","fwd",84.8451257345241,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","EG10043-MONOMER",27.176,1,84.8451257345241,84.8451257345241,8.89725700037143e-05,0.238325537615054
"PAPSR","fwd",10.1249025294284,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PAPSSULFOTRANS-CPLX",55.952,2,20.2498050588568,20.2498050588568,0.000767524535522598,0.238325537615054
"ASPK","fwd",13.5749408431289,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ASPKINIII-CPLX",97.064,2,27.1498816862578,27.1498816862578,0.000993088019085897,0.238325537615054
"ASPK","bwd",3.32231556414097,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ASPKINIII-CPLX",97.064,2,6.64463112828194,6.64463112828194,0.00405774552442216,0.238325537615054
"ASAD","fwd",3.79101687091351,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX",80.036,2,7.58203374182702,7.58203374182702,0.00293222412076275,0.238325537615054
"ASAD","bwd",18.6337640884861,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX",80.036,2,37.2675281769722,37.2675281769722,0.000596557467311707,0.238325537615054
"DAPDC","fwd",55.7009974553855,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","DIAMINOPIMDECARB-CPLX",92.354,2,111.401994910771,111.401994910771,0.000230282131926244,0.238325537615054
"OCBT","fwd",11.4368439073993,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ORNCARBAMTRANSFERF-CPLX",110.481,3,34.3105317221979,34.3105317221979,0.00089445325170556,0.238325537615054
"OCBT","bwd",3.8902575242417,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ORNCARBAMTRANSFERF-CPLX",110.481,3,11.6707725727251,11.6707725727251,0.00262957456118955,0.238325537615054
"GARFT","fwd",57.1662035523635,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GART-MONOMER",23.238,1,57.1662035523635,57.1662035523635,0.000112916366644626,0.238325537615054
"GARFT","bwd",13.4584910957608,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GART-MONOMER",23.238,1,13.4584910957608,13.4584910957608,0.000479622860695967,0.238325537615054
"PHETA1","fwd",4.26968832562401,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","TYRB-DIMER",87.076,2,8.53937665124802,8.53937665124802,0.00283249922864601,0.238325537615054
"PHETA1","bwd",11.5965589399559,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","TYRB-DIMER",87.076,2,23.1931178799118,23.1931178799118,0.00104288599329405,0.238325537615054
"PPND","fwd",19.9767127958197,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CHORISMUTPREPHENDEHYDROG-CPLX",84.084,2,39.9534255916394,39.9534255916394,0.000584597348557623,0.238325537615054
"PRAMPC","fwd",9.31903097116646,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","HISTCYCLOPRATPPHOS",22.756,1,9.31903097116646,9.31903097116646,0.000678301330971958,0.238325537615054
"GLYCK2","fwd",3.37365485387144,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GLY3KIN-MONOMER",38.734,1,3.37365485387144,3.37365485387144,0.00318925465422091,0.238325537615054
"ACOTA","fwd",13.3069959506178,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","G6646-MONOMER",44.729,1,13.3069959506178,13.3069959506178,0.000933698504781268,0.238325537615054
"ACOTA","bwd",6.93605394448492,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","G6646-MONOMER",44.729,1,6.93605394448492,6.93605394448492,0.00179132433537394,0.238325537615054
"SULR","fwd",4.39503323136229,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","SULFITE-REDUCT-CPLX",786.152,12,52.7403987763475,52.7403987763475,0.00414057459977892,0.238325537615054
"PRAGSr","fwd",13.6898473497048,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GLYCRIBONUCSYN-MONOMER",45.94,1,13.6898473497048,13.6898473497048,0.000932158758613644,0.238325537615054
"PRAGSr","bwd",4.62882362857386,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GLYCRIBONUCSYN-MONOMER",45.94,1,4.62882362857386,4.62882362857386,0.00275687996240263,0.238325537615054
"PRFGS","fwd",10.2302193425557,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","FGAMSYN-MONOMER",141.402,1,10.2302193425557,10.2302193425557,0.00383944195311074,0.238325537615054
"PSERT","fwd",37.4134199559911,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PSERTRANSAM-CPLX",79.566,2,74.8268399119822,74.8268399119822,0.000295370841434231,0.238325537615054
"AIRC2","fwd",48.1710466113289,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","PURK-CPLX",78.922,2,96.3420932226578,96.3420932226578,0.00022755139570314,0.238325537615054
"GAPD","fwd",35.7649614246495,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GAPDH-A-CPLX",142.128,4,143.059845698598,143.059845698598,0.000275968422915662,0.238325537615054
"GAPD","bwd",31.4972936084691,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GAPDH-A-CPLX",142.128,4,125.989174433876,125.989174433876,0.000313360256366475,0.238325537615054
"GND","fwd",66.7611983218546,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","6PGLUCONDEHYDROG-CPLX",102.962,2,133.522396643709,133.522396643709,0.000214200435840537,0.238325537615054
"G6PDH2r","fwd",163.678729835396,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GLU6PDEHYDROG-MONOMER",55.704,1,163.678729835396,163.678729835396,9.45347837736408e-05,0.238325537615054
"G6PDH2r","bwd",7.32202599858373,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GLU6PDEHYDROG-MONOMER",55.704,1,7.32202599858373,7.32202599858373,0.00211325845282798,0.238325537615054
"ME2","fwd",20.8905462009082,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","MALIC-NADP-CPLX",659.336,8,167.124369607266,167.124369607266,0.00109588379791218,0.238325537615054
"ARGSL","fwd",8.56786575709911,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ARGSUCCINLYA-MONOMER",50.318,1,8.56786575709911,8.56786575709911,0.00163135401726399,0.238325537615054
"ARGSL","bwd",5.95747949796351,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","ARGSUCCINLYA-MONOMER",50.318,1,5.95747949796351,5.95747949796351,0.00234616371353022,0.238325537615054
"CBPS","fwd",2.65017997433225,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CARBPSYN-CPLX",159.273,2,5.3003599486645,5.3003599486645,0.00834707461917705,0.238325537615054
"GLU5K","fwd",12.2219245741267,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","GLUTKIN-CPLX",156.224,4,48.8876982965068,48.8876982965068,0.000887657980794247,0.238325537615054
"IPPS","fwd",8.60686706920375,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","2-ISOPROPYLMALATESYN-MONOMER",57.298,1,8.60686706920375,8.60686706920375,0.00184923398759818,0.238325537615054
"ACOATA","fwd",2.66105992730809,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-252",67.03,2,5.32211985461618,5.32211985461618,0.00349850152816358,0.238325537615054
"ACOATA","bwd",2.66105992730809,"k_appmax","s-1",NA,"kappmax_KO_ALE_per_pp_per_s_ensemble_model",1,"general","CPLX0-252",67.03,2,5.32211985461618,5.32211985461618,0.00349850152816358,0.238325537615054
"ACtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"ACtex","bw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
"ACALDtex","fw",65,"65","s-1","NA","same as Heckman et al. 2018",1,"general","G6700-MONOMER",41.22,1,65,65,0.000176153846153846,0.238325537615054
